id,product_name,category,price_clp,rating,store_name,sku
1944,Samsung Tab 8,tablet,532000,4.2,ABCDigital,SAMTA01944
1945,Huawei Active 19,smartwatch,421000,4.5,Falabella,HUASM01945
1946,Oster 2024 16,electrohogar,412000,4.5,SóloParaTi,OSTEL01946
1947,MacBook Pro 16,laptop,235000,3.4,TiendaElectro,APPLA01947
1948,KitchenAid Deluxe 57,electrohogar,605000,4.8,Paris.cl,KITEL01948
1949,Lenovo Lite 80,tablet,116000,2.8,MercadoLibre Chile,LENTA01949
1950,Charge 5,audio,243000,3.3,Paris,JBLAU01950
1951,Huawei Active 20,smartwatch,83000,3.8,La Polar,HUASM01951
1952,Apple Pro 21,smartwatch,260000,4.0,Ripley,APPSM01952
1953,Galaxy Book2 Pro,laptop,2493000,3.9,MercadoLibre Chile,SAMLA01953
1954,Samsung Active 48,smartwatch,154000,3.0,MercadoLibre Chile,SAMSM01954
1955,Samsung Deluxe 9,electrohogar,351000,4.5,OutletCL,SAMEL01955
1956,Ninja Pro 31,electrohogar,719000,3.0,Ripley,NINEL01956
1957,Ambient Light,tv,1596000,3.8,ABCDigital,PHITV01957
1958,A6H,tv,1775000,3.2,Paris,HISTV01958
1959,Onyx Studio 7,audio,147000,4.4,Falabella,HARAU01959
1960,XPS 13,laptop,1176000,4.1,ABCDigital,DELLA01960
1961,Samsung Active 32,smartwatch,373000,4.9,La Polar,SAMSM01961
1962,Insta360 Coolpix 21,camara,525000,3.2,MercadoLibre Chile,INSCA01962
1963,Indy Evo,audio,274000,4.5,OutletCL,SKUAU01963
1964,The Frame,tv,772000,3.8,TiendaElectro,SAMTV01964
1965,Realme GT 3,celular,953000,4.9,ABCDigital,REACE01965
1966,Major IV,audio,126000,3.0,OutletCL,MARAU01966
1967,Suunto Pro 39,smartwatch,185000,4.8,Paris,SUUSM01967
1968,Onyx Studio 7,audio,188000,4.0,MercadoLibre Chile,HARAU01968
1969,Samsung Lite 60,smartwatch,286000,3.0,ABCDigital,SAMSM01969
1970,Huawei 10 22,tablet,459000,4.0,ABCDigital,HUATA01970
1971,Panasonic Coolpix 79,camara,460000,4.1,Hites,PANCA01971
1972,GoPro HERO 79,camara,1242000,2.6,MercadoLibre Chile,GOPCA01972
1973,Pixel 7a,celular,410000,4.5,Paris,GOOCE01973
1974,Whirlpool Deluxe 9,electrohogar,1162000,2.7,MercadoLibre Chile,WHIEL01974
1975,Samsung Pad 71,tablet,564000,4.3,Paris,SAMTA01975
1976,Neo QLED 8K,tv,364000,3.0,Falabella,SAMTV01976
1977,Moto Edge 40,celular,605000,5.0,SóloParaTi,MOTCE01977
1978,Hamilton Beach Deluxe 2,electrohogar,1031000,2.6,TiendaElectro,HAMEL01978
1979,Garmin Active 50,smartwatch,71000,3.4,SóloParaTi,GARSM01979
1980,Hamilton Beach 2024 93,electrohogar,554000,4.3,Ripley,HAMEL01980
1981,Whirlpool Pro 58,electrohogar,954000,4.7,La Polar,WHIEL01981
1982,Ninja Deluxe 13,electrohogar,1026000,4.4,OutletCL,NINEL01982
1983,Stockwell II,audio,308000,2.8,ABCDigital,MARAU01983
1984,Apple Lite 63,smartwatch,248000,2.7,Paris.cl,APPSM01984
1985,Major IV,audio,179000,4.6,OutletCL,MARAU01985
1986,Olympus Lumix 47,camara,1951000,4.9,ABCDigital,OLYCA01986
1987,Aspire 5,laptop,1852000,3.9,Falabella,ACELA01987
1988,Garmin Active 48,smartwatch,100000,3.9,Falabella,GARSM01988
1989,Galaxy Book3,laptop,1783000,4.4,Hites,SAMLA01989
1990,Alcatel 10 27,tablet,438000,2.9,Paris,ALCTA01990
1991,TCL 10 19,tablet,108000,4.5,MercadoLibre Chile,TCLTA01991
1992,Microsoft 10 64,tablet,148000,3.4,Paris.cl,MICTA01992
1993,TCL 11 38,tablet,105000,2.7,PC Factory,TCLTA01993
1994,Whirlpool Pro 51,electrohogar,1109000,4.0,Paris,WHIEL01994
1995,Galaxy S24,celular,1131000,4.9,OutletCL,SAMCE01995
1996,Microsoft Pad 98,tablet,153000,3.1,La Polar,MICTA01996
1997,Tecno Camon 20,celular,612000,4.7,Paris,TECCE01997
1998,Envy x360,laptop,1732000,4.2,TiendaElectro,HPLA01998
1999,Ninja Plus 98,electrohogar,457000,3.6,La Polar,NINEL01999
2000,Huawei Pro 94,smartwatch,411000,2.9,ABCDigital,HUASM02000
2001,Black+Decker Smart 96,electrohogar,996000,4.5,Falabella,BLAEL02001
2002,ExpertBook,laptop,1288000,3.1,Paris,ASULA02002
2003,SoundSport,audio,114000,2.6,SóloParaTi,BOSAU02003
2004,Ninja Plus 15,electrohogar,789000,4.2,MercadoLibre Chile,NINEL02004
2005,Amazon 11 36,tablet,370000,4.2,TiendaElectro,AMATA02005
2006,Huawei Active 18,smartwatch,214000,3.5,Falabella,HUASM02006
2007,Galaxy A34,celular,887000,3.7,La Polar,SAMCE02007
2008,Huawei Lite 54,tablet,523000,3.0,Paris.cl,HUATA02008
2009,Philips 2024 2,electrohogar,723000,2.7,La Polar,PHIEL02009
2010,Latitude,laptop,1726000,4.6,OutletCL,DELLA02010
2011,ExpertBook,laptop,1276000,3.7,Ripley,ASULA02011
2012,Garmin Active 22,smartwatch,410000,3.5,Ripley,GARSM02012
2013,4K TX-65,tv,913000,4.8,Paris,PANTV02013
2014,Galaxy Book3,laptop,1612000,3.6,Hites,SAMLA02014
2015,Polar Lite 91,smartwatch,206000,4.4,Paris,POLSM02015
2016,Surface Pro 9,laptop,2352000,3.0,PC Factory,MICLA02016
2017,CX Plus,audio,321000,4.5,TiendaElectro,SENAU02017
2018,iPhone SE,celular,944000,4.5,PC Factory,APPCE02018
2019,Mabe Plus 76,electrohogar,322000,4.6,Ripley,MABEL02019
2020,Charge 5,audio,135000,4.9,PC Factory,JBLAU02020
2021,MateBook D15,laptop,841000,4.1,PC Factory,HUALA02021
2022,U7H,tv,1270000,3.6,OutletCL,HISTV02022
2023,Pixel 8 Pro,celular,599000,3.1,Paris,GOOCE02023
2024,Studio Pro,audio,399000,3.5,PC Factory,BEAAU02024
2025,ThinkBook,laptop,1504000,3.3,SóloParaTi,LENLA02025
2026,Hamilton Beach Pro 28,electrohogar,453000,3.9,MercadoLibre Chile,HAMEL02026
2027,iPhone 15,celular,831000,3.9,MercadoLibre Chile,APPCE02027
2028,Samsung Plus 13,electrohogar,523000,3.4,Ripley,SAMEL02028
2029,Xiaomi Lite 38,smartwatch,105000,4.0,Hites,XIASM02029
2030,Apple Pad 99,tablet,502000,4.7,PC Factory,APPTA02030
2031,Realme GT 3,celular,247000,2.9,PC Factory,REACE02031
2032,Nikon EOS 99,camara,782000,4.7,OutletCL,NIKCA02032
2033,Kodak Alpha 5,camara,1828000,2.7,PC Factory,KODCA02033
2034,Hesh Evo,audio,40000,3.1,MercadoLibre Chile,SKUAU02034
2035,Predator Helios,laptop,1778000,2.6,Hites,ACELA02035
2036,Apple Pad 62,tablet,137000,4.3,TiendaElectro,APPTA02036
2037,iPhone 15 Pro,celular,287000,4.0,TiendaElectro,APPCE02037
2038,LG Deluxe 71,electrohogar,105000,4.8,Falabella,LGEL02038
2039,Samsung 11 21,tablet,191000,3.3,OutletCL,SAMTA02039
2040,Bravia A80,tv,1511000,2.6,Hites,SONTV02040
2041,Crusher Evo,audio,361000,3.9,TiendaElectro,SKUAU02041
2042,Amazfit Watch 20,smartwatch,222000,4.0,MercadoLibre Chile,AMASM02042
2043,iPhone 15 Pro,celular,530000,4.7,TiendaElectro,APPCE02043
2044,QLED Q80,tv,302000,2.8,Hites,SAMTV02044
2045,Oster Plus 41,electrohogar,1169000,3.8,Paris,OSTEL02045
2046,Aquos,tv,744000,3.2,Paris,SHATV02046
2047,A6H,tv,1435000,2.8,Hites,HISTV02047
2048,Huawei Lite 31,tablet,690000,3.4,Ripley,HUATA02048
2049,The One,tv,195000,4.6,Ripley,PHITV02049
2050,Polaroid HERO 59,camara,509000,4.8,Hites,POLCA02050
2051,Amazfit Lite 44,smartwatch,185000,3.3,PC Factory,AMASM02051
2052,Crystal UHD,tv,1965000,3.8,PC Factory,SAMTV02052
2053,Vostro,laptop,2027000,3.8,Hites,DELLA02053
2054,Canon Lumix 31,camara,167000,4.8,Falabella,CANCA02054
2055,Z870,tv,196000,4.1,ABCDigital,TOSTV02055
2056,Apple Lite 39,tablet,787000,3.6,ABCDigital,APPTA02056
2057,Alcatel 10 46,tablet,585000,4.3,Paris,ALCTA02057
2058,Samsung Pro 23,electrohogar,698000,2.8,SóloParaTi,SAMEL02058
2059,MateBook 14,laptop,1211000,2.6,PC Factory,HUALA02059
2060,SoundLink Flex,audio,203000,3.1,Paris.cl,BOSAU02060
2061,QuietComfort Earbuds,audio,292000,2.5,Ripley,BOSAU02061
2062,Summit E16,laptop,2023000,4.1,Paris,MSILA02062
2063,Samsung 2024 84,smartwatch,78000,4.2,La Polar,SAMSM02063
2064,ROG Strix,laptop,1603000,3.3,Paris.cl,ASULA02064
2065,4T-C,tv,1119000,2.9,OutletCL,SHATV02065
2066,OLED C3,tv,1173000,3.0,SóloParaTi,LGTV02066
2067,Apple 11 73,tablet,135000,4.2,La Polar,APPTA02067
2068,MacBook Pro 14,laptop,2367000,3.2,Falabella,APPLA02068
2069,Fossil Active 68,smartwatch,294000,2.8,PC Factory,FOSSM02069
2070,Whirlpool Plus 35,electrohogar,538000,3.0,Paris.cl,WHIEL02070
2071,Sony Alpha 84,camara,1407000,4.6,Falabella,SONCA02071
2072,LG Deluxe 59,electrohogar,1042000,2.5,ABCDigital,LGEL02072
2073,Surface Laptop 5,laptop,2461000,3.3,OutletCL,MICLA02073
2074,HD 450BT,audio,118000,4.5,Hites,SENAU02074
2075,Kodak Alpha 40,camara,1597000,4.7,Falabella,KODCA02075
2076,Surface Laptop Studio,laptop,419000,3.8,PC Factory,MICLA02076
2077,Fitbit Pro 48,smartwatch,353000,2.8,Paris.cl,FITSM02077
2078,Fitbit Active 15,smartwatch,221000,3.7,Paris.cl,FITSM02078
2079,Soundcore Life,audio,208000,3.8,Paris,ANKAU02079
2080,The One,tv,735000,3.3,OutletCL,PHITV02080
2081,Redmi Note 13,celular,845000,3.3,Hites,XIACE02081
2082,The Frame,tv,1284000,4.8,Hites,SAMTV02082
2083,MOMENTUM 4,audio,21000,4.3,SóloParaTi,SENAU02083
2084,Ambient Light,tv,794000,2.9,Paris.cl,PHITV02084
2085,C645,tv,1177000,3.2,Ripley,TCLTV02085
2086,Alienware m16,laptop,987000,3.2,Falabella,DELLA02086
2087,Tecno Camon 20,celular,1179000,4.1,SóloParaTi,TECCE02087
2088,Summit E16,laptop,1578000,2.5,OutletCL,MSILA02088
2089,iPhone 15 Pro,celular,861000,3.7,Ripley,APPCE02089
2090,Xiaomi Active 53,smartwatch,70000,4.6,La Polar,XIASM02090
2091,Realme C55,celular,731000,4.0,SóloParaTi,REACE02091
2092,Ninja 2024 68,electrohogar,898000,4.9,MercadoLibre Chile,NINEL02092
2093,Amazon Tab 13,tablet,184000,3.1,Hites,AMATA02093
2094,Mabe Pro 48,electrohogar,1166000,4.1,TiendaElectro,MABEL02094
2095,UHD 4K,tv,742000,2.6,ABCDigital,AOCTV02095
2096,Galaxy Book2 Pro,laptop,966000,2.7,Paris,SAMLA02096
2097,VIERA MX800,tv,832000,3.4,Ripley,PANTV02097
2098,Galaxy Book2 Pro,laptop,1323000,3.7,TiendaElectro,SAMLA02098
2099,Nikon Coolpix 19,camara,1351000,2.6,MercadoLibre Chile,NIKCA02099
2100,Olympus Coolpix 25,camara,1343000,4.6,TiendaElectro,OLYCA02100
2101,Nikon Coolpix 64,camara,311000,2.6,MercadoLibre Chile,NIKCA02101
2102,TCL Lite 90,tablet,686000,2.9,Falabella,TCLTA02102
2103,Canon Lumix 11,camara,219000,2.9,La Polar,CANCA02103
2104,Crosshair 17,laptop,2208000,4.1,Paris,MSILA02104
2105,Realme 11 50,tablet,306000,3.8,Paris.cl,REATA02105
2106,Panasonic HERO 75,camara,303000,3.2,OutletCL,PANCA02106
2107,Panasonic HERO 39,camara,684000,3.3,Paris.cl,PANCA02107
2108,Canon Coolpix 51,camara,1521000,4.9,La Polar,CANCA02108
2109,Moto Edge 40,celular,264000,2.8,MercadoLibre Chile,MOTCE02109
2110,iPhone 14,celular,135000,3.9,ABCDigital,APPCE02110
2111,Oster Plus 3,electrohogar,805000,4.3,SóloParaTi,OSTEL02111
2112,XPS 13,laptop,1100000,2.9,PC Factory,DELLA02112
2113,Swift 3,laptop,1706000,4.3,ABCDigital,ACELA02113
2114,Philips Pro 42,electrohogar,192000,3.5,TiendaElectro,PHIEL02114
2115,Polar Pro 90,smartwatch,186000,3.4,Paris.cl,POLSM02115
2116,HD 250BT,audio,90000,3.8,SóloParaTi,SENAU02116
2117,TUF Gaming,laptop,262000,2.7,SóloParaTi,ASULA02117
2118,Black+Decker Deluxe 97,electrohogar,1161000,3.8,Paris,BLAEL02118
2119,Nitro 5,laptop,1050000,3.2,Paris,ACELA02119
2120,ATH-M50x,audio,43000,3.9,Paris.cl,AUDAU02120
2121,Amazon 11 96,tablet,164000,2.8,SóloParaTi,AMATA02121
2122,Apple 2024 19,smartwatch,446000,2.8,TiendaElectro,APPSM02122
2123,UK4,tv,1312000,4.2,Ripley,TOSTV02123
2124,ProBook,laptop,878000,2.6,OutletCL,HPLA02124
2125,Legion 5,laptop,1737000,2.9,Falabella,LENLA02125
2126,Philips Smart 1,electrohogar,1130000,3.9,Paris.cl,PHIEL02126
2127,Microsoft Pad 85,tablet,429000,4.2,Paris,MICTA02127
2128,XPS 13,laptop,2413000,2.9,Ripley,DELLA02128
2129,TCL 10 38,tablet,239000,2.7,MercadoLibre Chile,TCLTA02129
2130,Whirlpool Pro 44,electrohogar,999000,2.8,SóloParaTi,WHIEL02130
2131,Studio Pro,audio,55000,3.6,SóloParaTi,BEAAU02131
2132,Prestige 14,laptop,2372000,2.9,TiendaElectro,MSILA02132
2133,Realme GT 3,celular,899000,3.9,PC Factory,REACE02133
2134,Onyx Studio 7,audio,132000,5.0,SóloParaTi,HARAU02134
2135,Amazon Lite 82,tablet,267000,4.3,Hites,AMATA02135
2136,TCL Pad 28,tablet,323000,4.2,Ripley,TCLTA02136
2137,Mabe Plus 22,electrohogar,251000,3.2,SóloParaTi,MABEL02137
2138,Lenovo Lite 34,tablet,84000,3.0,TiendaElectro,LENTA02138
2139,ATH-M50x,audio,91000,2.9,PC Factory,AUDAU02139
2140,Nikon EOS 38,camara,1129000,3.9,Paris,NIKCA02140
2141,Apple 2024 10,smartwatch,188000,4.8,Ripley,APPSM02141
2142,Crystal UHD,tv,836000,2.6,TiendaElectro,SAMTV02142
2143,Surface Laptop 5,laptop,322000,3.3,Paris.cl,MICLA02143
2144,Fossil 2024 50,smartwatch,373000,4.9,Ripley,FOSSM02144
2145,Olympus EOS 91,camara,453000,5.0,Paris,OLYCA02145
2146,Insta360 EOS 16,camara,1315000,3.0,Paris.cl,INSCA02146
2147,Crusher Evo,audio,337000,4.4,Ripley,SKUAU02147
2148,Suunto Pro 62,smartwatch,257000,3.7,PC Factory,SUUSM02148
2149,KitchenAid Pro 44,electrohogar,160000,4.2,Paris.cl,KITEL02149
2150,Katana 15,laptop,2024000,4.0,La Polar,MSILA02150
2151,Onyx Studio 7,audio,189000,2.8,MercadoLibre Chile,HARAU02151
2152,U6H,tv,386000,3.1,TiendaElectro,HISTV02152
2153,Panasonic Coolpix 59,camara,761000,4.5,La Polar,PANCA02153
2154,Galaxy F54,celular,516000,4.9,TiendaElectro,SAMCE02154
2155,TCL Tab 83,tablet,242000,2.7,ABCDigital,TCLTA02155
2156,A98,celular,902000,2.6,TiendaElectro,OPPCE02156
2157,Microsoft 11 27,tablet,440000,3.2,ABCDigital,MICTA02157
2158,Sony Coolpix 59,camara,460000,2.6,ABCDigital,SONCA02158
2159,Z870,tv,699000,4.0,Ripley,TOSTV02159
2160,Oster Pro 28,electrohogar,949000,3.6,Falabella,OSTEL02160
2161,Find X6,celular,545000,4.5,Falabella,OPPCE02161
2162,Bravia X90,tv,270000,3.2,ABCDigital,SONTV02162
2163,OLED LZ1000,tv,884000,3.3,La Polar,PANTV02163
2164,Redmi 12,celular,260000,3.5,Falabella,XIACE02164
2165,WH-1000XM5,audio,327000,4.4,Ripley,SONAU02165
2166,Alcatel 10 36,tablet,791000,3.9,Ripley,ALCTA02166
2167,Smart TV,tv,1154000,2.8,ABCDigital,AOCTV02167
2168,Polar Pro 24,smartwatch,225000,3.7,PC Factory,POLSM02168
2169,Black+Decker Deluxe 59,electrohogar,117000,3.0,MercadoLibre Chile,BLAEL02169
2170,Insta360 Coolpix 75,camara,245000,3.3,Paris.cl,INSCA02170
2171,MacBook Air M2,laptop,2277000,4.8,La Polar,APPLA02171
2172,QuietComfort Earbuds,audio,146000,3.2,ABCDigital,BOSAU02172
2173,Neo QLED 8K,tv,1687000,3.0,La Polar,SAMTV02173
2174,TUF Gaming,laptop,222000,3.3,La Polar,ASULA02174
2175,C835,tv,466000,4.3,SóloParaTi,TCLTV02175
2176,Sony HERO 87,camara,1926000,3.4,Paris,SONCA02176
2177,Oster Pro 18,electrohogar,235000,4.0,Paris,OSTEL02177
2178,4K TX-65,tv,1346000,4.3,TiendaElectro,PANTV02178
2179,C735,tv,1281000,3.5,OutletCL,TCLTV02179
2180,Surface Laptop Studio,laptop,1324000,4.6,SóloParaTi,MICLA02180
2181,Apple Active 7,smartwatch,360000,4.2,SóloParaTi,APPSM02181
2182,OLED G3,tv,1235000,2.7,Hites,LGTV02182
2183,Sony HERO 35,camara,1277000,3.3,Paris.cl,SONCA02183
2184,Alcatel 10 3,tablet,649000,4.7,SóloParaTi,ALCTA02184
2185,Soundcore Space,audio,57000,3.2,ABCDigital,ANKAU02185
2186,Bravia A80,tv,676000,2.6,TiendaElectro,SONTV02186
2187,ROG Strix,laptop,229000,3.3,Paris.cl,ASULA02187
2188,Soundcore Space,audio,92000,4.8,OutletCL,ANKAU02188
2189,Smart TV,tv,896000,5.0,Paris.cl,PANTV02189
2190,Black+Decker Smart 21,electrohogar,1089000,4.6,Falabella,BLAEL02190
2191,Charge 5,audio,265000,2.7,La Polar,JBLAU02191
2192,Vivo Y36,celular,1172000,3.9,TiendaElectro,VIVCE02192
2193,Galaxy Book2 Pro,laptop,554000,3.0,TiendaElectro,SAMLA02193
2194,Huawei Lite 28,smartwatch,187000,3.6,PC Factory,HUASM02194
2195,ThinkPad X1,laptop,2477000,5.0,Paris.cl,LENLA02195
2196,OLED G3,tv,262000,2.7,ABCDigital,LGTV02196
2197,Fossil Watch 89,smartwatch,94000,4.6,TiendaElectro,FOSSM02197
2198,Flip 6,audio,181000,3.3,ABCDigital,JBLAU02198
2199,KitchenAid Deluxe 60,electrohogar,701000,3.6,La Polar,KITEL02199
2200,4T-C,tv,1029000,3.6,TiendaElectro,SHATV02200
2201,Nikon Coolpix 86,camara,1232000,3.4,Ripley,NIKCA02201
2202,iPhone 13,celular,617000,4.4,Paris,APPCE02202
2203,Envy x360,laptop,2287000,4.4,ABCDigital,HPLA02203
2204,Stockwell II,audio,319000,4.5,Paris,MARAU02204
2205,Alcatel 10 42,tablet,720000,3.2,TiendaElectro,ALCTA02205
2206,Microsoft Pad 5,tablet,544000,2.6,SóloParaTi,MICTA02206
2207,Huawei Active 60,smartwatch,314000,4.4,OutletCL,HUASM02207
2208,Pixel 8 Pro,celular,226000,4.6,Hites,GOOCE02208
2209,Fitbit Pro 75,smartwatch,324000,4.9,MercadoLibre Chile,FITSM02209
2210,Whirlpool Deluxe 5,electrohogar,375000,3.5,Falabella,WHIEL02210
2211,Mabe Smart 81,electrohogar,592000,4.2,SóloParaTi,MABEL02211
2212,iPhone 15 Pro,celular,135000,2.9,SóloParaTi,APPCE02212
2213,Fujifilm Lumix 29,camara,1258000,2.8,SóloParaTi,FUJCA02213
2214,Fitbit Lite 59,smartwatch,308000,4.0,Hites,FITSM02214
2215,Samsung Tab 69,tablet,348000,3.0,MercadoLibre Chile,SAMTA02215
2216,Gaming TV,tv,1939000,2.8,PC Factory,AOCTV02216
2217,Huawei Tab 70,tablet,720000,4.8,ABCDigital,HUATA02217
2218,TCL 10 4,tablet,143000,4.3,Paris.cl,TCLTA02218
2219,Mabe Plus 5,electrohogar,637000,3.5,Paris.cl,MABEL02219
2220,Onyx Studio 7,audio,191000,3.6,La Polar,HARAU02220
2221,OLED C3,tv,1547000,2.9,PC Factory,LGTV02221
2222,A98,celular,137000,4.7,Hites,OPPCE02222
2223,Philips Pro 3,electrohogar,56000,4.2,Paris,PHIEL02223
2224,Samsung Pad 5,tablet,147000,3.9,Paris,SAMTA02224
2225,Apple 2024 69,smartwatch,401000,3.4,La Polar,APPSM02225
2226,OLED LZ1000,tv,1902000,2.6,SóloParaTi,PANTV02226
2227,Olympus EOS 12,camara,1638000,4.4,Paris,OLYCA02227
2228,Redmi Note 12 Pro,celular,305000,3.2,Hites,XIACE02228
2229,Fujifilm Coolpix 72,camara,222000,3.0,TiendaElectro,FUJCA02229
2230,Katana 15,laptop,1058000,4.3,ABCDigital,MSILA02230
2231,Huawei 10 40,tablet,92000,5.0,OutletCL,HUATA02231
2232,WF-1000XM5,audio,364000,2.9,PC Factory,SONAU02232
2233,4T-C,tv,1713000,4.7,Hites,SHATV02233
2234,Predator Helios,laptop,1137000,3.0,Paris.cl,ACELA02234
2235,TCL 11 20,tablet,591000,2.8,Ripley,TCLTA02235
2236,ATH-M50x,audio,327000,4.5,ABCDigital,AUDAU02236
2237,Philips Pro 53,electrohogar,1042000,2.8,Paris,PHIEL02237
2238,iPhone 15 Pro Max,celular,1067000,2.6,Falabella,APPCE02238
2239,Samsung 10 48,tablet,642000,3.3,Ripley,SAMTA02239
2240,Amazfit 2024 77,smartwatch,42000,4.5,Paris,AMASM02240
2241,Realme Lite 75,tablet,605000,3.5,La Polar,REATA02241
2242,Realme 10 15,tablet,381000,3.3,Ripley,REATA02242
2243,Pixel 7a,celular,1079000,3.9,Hites,GOOCE02243
2244,Microsoft Lite 57,tablet,579000,4.0,Falabella,MICTA02244
2245,Apple Pro 70,smartwatch,260000,3.4,Hites,APPSM02245
2246,Galaxy Book3,laptop,1592000,4.3,Paris,SAMLA02246
2247,Onyx Studio 7,audio,29000,4.2,OutletCL,HARAU02247
2248,Tecno Pova 5,celular,756000,3.6,Paris,TECCE02248
2249,Samsung Watch 33,smartwatch,437000,3.9,Falabella,SAMSM02249
2250,Vivo T2,celular,375000,4.7,PC Factory,VIVCE02250
2251,MateBook D15,laptop,1803000,3.9,Ripley,HUALA02251
2252,UHD 4K,tv,157000,4.3,Paris,LGTV02252
2253,Garmin 2024 8,smartwatch,158000,2.6,La Polar,GARSM02253
2254,ATH-CKS50,audio,66000,4.7,OutletCL,AUDAU02254
2255,OLED LZ1000,tv,1817000,3.8,OutletCL,PANTV02255
2256,U8H,tv,853000,2.6,Paris,HISTV02256
2257,KitchenAid Pro 64,electrohogar,133000,2.7,Falabella,KITEL02257
2258,Redmi Note 13,celular,774000,2.5,La Polar,XIACE02258
2259,Suunto Active 97,smartwatch,138000,4.4,Paris,SUUSM02259
2260,Microsoft 11 14,tablet,383000,4.7,Falabella,MICTA02260
2261,Amazon 11 83,tablet,83000,3.8,Paris.cl,AMATA02261
2262,Lenovo Lite 51,tablet,176000,5.0,Falabella,LENTA02262
2263,Fossil Active 34,smartwatch,443000,4.2,ABCDigital,FOSSM02263
2264,Huawei Pro 71,smartwatch,332000,4.2,ABCDigital,HUASM02264
2265,Samsung 2024 76,smartwatch,61000,2.7,La Polar,SAMSM02265
2266,KitchenAid Smart 34,electrohogar,532000,4.0,MercadoLibre Chile,KITEL02266
2267,Prestige 14,laptop,1768000,3.5,TiendaElectro,MSILA02267
2268,Xiaomi 10 24,tablet,97000,3.2,Paris,XIATA02268
2269,Garmin Watch 70,smartwatch,154000,3.0,MercadoLibre Chile,GARSM02269
2270,Microsoft Pad 99,tablet,546000,4.0,Falabella,MICTA02270
2271,Polaroid Coolpix 85,camara,916000,3.7,Falabella,POLCA02271
2272,Kodak Lumix 85,camara,114000,2.8,SóloParaTi,KODCA02272
2273,4T-C,tv,1513000,3.1,PC Factory,SHATV02273
2274,Insta360 Coolpix 89,camara,456000,2.6,ABCDigital,INSCA02274
2275,Oster Plus 79,electrohogar,800000,4.7,OutletCL,OSTEL02275
2276,Philips 2024 37,electrohogar,32000,2.8,La Polar,PHIEL02276
2277,C835,tv,1072000,3.6,SóloParaTi,TCLTV02277
2278,LG Plus 80,electrohogar,617000,4.1,Paris,LGEL02278
2279,ThinkPad X1,laptop,1710000,2.8,SóloParaTi,LENLA02279
2280,Hamilton Beach Smart 77,electrohogar,1180000,2.9,Paris,HAMEL02280
2281,Oster Deluxe 45,electrohogar,958000,3.4,OutletCL,OSTEL02281
2282,Fossil 2024 61,smartwatch,318000,4.4,MercadoLibre Chile,FOSSM02282
2283,Xiaomi Lite 70,tablet,137000,3.5,OutletCL,XIATA02283
2284,Xiaomi Pro 79,smartwatch,44000,3.9,SóloParaTi,XIASM02284
2285,The Frame,tv,478000,3.6,ABCDigital,SAMTV02285
2286,TCL 11 41,tablet,174000,2.9,Falabella,TCLTA02286
2287,Samsung Pro 38,smartwatch,410000,4.1,Hites,SAMSM02287
2288,Mabe Pro 49,electrohogar,632000,4.7,SóloParaTi,MABEL02288
2289,Kodak Coolpix 24,camara,927000,2.6,ABCDigital,KODCA02289
2290,Fitbit Lite 93,smartwatch,305000,4.3,ABCDigital,FITSM02290
2291,Apple Watch 28,smartwatch,427000,3.6,Ripley,APPSM02291
2292,Hesh Evo,audio,153000,3.9,OutletCL,SKUAU02292
2293,EliteBook,laptop,210000,2.8,TiendaElectro,HPLA02293
2294,WH-1000XM5,audio,318000,4.0,Paris,SONAU02294
2295,Samsung Smart 82,electrohogar,366000,4.6,Falabella,SAMEL02295
2296,MateBook X Pro,laptop,502000,3.3,La Polar,HUALA02296
2297,Polar Watch 59,smartwatch,73000,4.0,SóloParaTi,POLSM02297
2298,Ninja Plus 58,electrohogar,333000,2.7,Falabella,NINEL02298
2299,P735,tv,1820000,4.8,Ripley,TCLTV02299
2300,Microsoft Tab 52,tablet,143000,4.5,SóloParaTi,MICTA02300
2301,Sony EOS 82,camara,1565000,4.6,PC Factory,SONCA02301
2302,Studio Pro,audio,54000,4.2,MercadoLibre Chile,BEAAU02302
2303,HD 250BT,audio,333000,4.2,MercadoLibre Chile,SENAU02303
2304,Charge 5,audio,240000,2.7,MercadoLibre Chile,JBLAU02304
2305,Tecno Pova 5,celular,926000,4.1,PC Factory,TECCE02305
2306,Nitro 5,laptop,539000,5.0,ABCDigital,ACELA02306
2307,Polar Lite 43,smartwatch,274000,5.0,SóloParaTi,POLSM02307
2308,Huawei Pro 15,smartwatch,418000,4.7,TiendaElectro,HUASM02308
2309,Huawei Lite 13,smartwatch,120000,3.3,TiendaElectro,HUASM02309
2310,Onyx Studio 7,audio,241000,4.5,TiendaElectro,HARAU02310
2311,Polar Pro 38,smartwatch,280000,2.7,La Polar,POLSM02311
2312,Alcatel 11 64,tablet,675000,3.9,Paris,ALCTA02312
2313,Z870,tv,1396000,3.9,La Polar,TOSTV02313
2314,Xiaomi 11 20,tablet,257000,3.3,La Polar,XIATA02314
2315,Amazon 10 92,tablet,736000,3.3,Paris.cl,AMATA02315
2316,Tune 760NC,audio,163000,3.3,Paris,JBLAU02316
2317,4K TX-65,tv,1111000,3.8,TiendaElectro,PANTV02317
2318,UHD 4K,tv,1480000,4.1,MercadoLibre Chile,LGTV02318
2319,Realme 10 52,tablet,360000,2.6,SóloParaTi,REATA02319
2320,Polar Active 52,smartwatch,329000,3.7,PC Factory,POLSM02320
